"Submission ID","Last updated","Submission started","Status","Current step","University","Faculty","Age","Class","Gender","Untitled MultipleChoice field","Untitled MultipleChoice field (1)","Sources","Rate from 1 to 10","Untitled MultipleChoice field (3)","Untitled MultipleChoice field (4)","Untitled MultipleChoice field (2)","Untitled OpinionScale field","Errors","Url","Network ID"
"e75bd7dc-779a-444f-8997-4b9e6cb5e4a4","Wed Jan 24 2024 12:32:00 GMT+0300 (GMT+03:00)","Wed Jan 24 2024 12:30:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","1","Male","No","","Social Media,Internet,Friends,Books & Magazines","4","Crypto Currencies","Income less than expenses","No","10","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=e75bd7dc-779a-444f-8997-4b9e6cb5e4a4","a4967acc0eb965c3a09adca938f4379c"
"8411375f-bc94-4bfe-a287-fb7c91c3c137","Wed Jan 24 2024 03:25:00 GMT+0300 (GMT+03:00)","Wed Jan 24 2024 03:24:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","No","","TV News,Social Media,Internet,Friends,Books & Magazines,Other","8","Other","Equal","No","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=8411375f-bc94-4bfe-a287-fb7c91c3c137","cb7b503ec8a03c491c51575b50c1fb34"
"8a5bb56c-78b4-4841-be80-8e2f5ea9aae3","Tue Jan 23 2024 22:32:00 GMT+0300 (GMT+03:00)","Tue Jan 23 2024 22:30:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","2","Male","No","","Social Media,Internet,Friends","6","Foreign Currencies","Income more than expenses","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=8a5bb56c-78b4-4841-be80-8e2f5ea9aae3","3854edb1a30e42343a7266353b37179a"
"6053368a-a5e2-4c36-96b2-046cdc254c36","Mon Jan 22 2024 13:22:00 GMT+0300 (GMT+03:00)","Mon Jan 22 2024 13:20:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","No","","Internet","9","Foreign Currencies","Income more than expenses","No","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=6053368a-a5e2-4c36-96b2-046cdc254c36","b198d43a70ee21c0ea38c5d4bd0f1e0b"
"c46b4c0c-177f-4f09-90d4-feb530dff013","Mon Jan 22 2024 11:52:00 GMT+0300 (GMT+03:00)","Mon Jan 22 2024 11:50:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","20-22","3","Female","No","","Social Media,Internet,Books & Magazines","6","Precious Metals","Equal","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=c46b4c0c-177f-4f09-90d4-feb530dff013","a8e99980c20cdc127d464684d4098fa6"
"9f3f607d-3ebc-47e3-9079-339774d52278","Mon Jan 22 2024 09:24:00 GMT+0300 (GMT+03:00)","Mon Jan 22 2024 09:23:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","23-25","4","Female","No","","Friends","8","Stock Markets","Equal","No","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=9f3f607d-3ebc-47e3-9079-339774d52278","30bb1ac5d1e53c36aff4d13ce32cd872"
"fb19d147-cd62-4ced-b039-c721594851d6","Sun Jan 21 2024 21:51:00 GMT+0300 (GMT+03:00)","Sun Jan 21 2024 21:49:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","1","Male","Yes","2023","Friends","8","Saving Accounts","Equal","No","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=fb19d147-cd62-4ced-b039-c721594851d6","9abfae23dc417801a9a3f8b712a99cae"
"79b1e445-dc0c-408d-905e-a896ba65844f","Sun Jan 21 2024 18:48:00 GMT+0300 (GMT+03:00)","Sun Jan 21 2024 18:46:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","23-25","2","Female","No","","Internet","5","Foreign Currencies","Income less than expenses","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=79b1e445-dc0c-408d-905e-a896ba65844f","18d8ff458ae174a0b92709e27ba6730f"
"a9a68728-0dae-4737-9f74-bef5902aee89","Sun Jan 21 2024 15:06:00 GMT+0300 (GMT+03:00)","Sun Jan 21 2024 15:05:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","20-22","3","Male","No","","Social Media,Internet,Friends","6","Saving Accounts","Income less than expenses","No","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=a9a68728-0dae-4737-9f74-bef5902aee89","127ddb8880a9d1777f92c8195933b43d"
"b715bab6-14bb-4d59-815e-fd5596f88cc9","Sat Jan 20 2024 16:56:00 GMT+0300 (GMT+03:00)","Sat Jan 20 2024 16:54:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Other","No","","Internet,Friends","8","Saving Accounts","Equal","Yes","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=b715bab6-14bb-4d59-815e-fd5596f88cc9","d8c75934b2c2a67acf5aeea0c363e983"
"07e919b3-f766-43a4-b8df-5905cdf292c8","Sat Jan 20 2024 15:17:00 GMT+0300 (GMT+03:00)","Sat Jan 20 2024 15:15:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","1","Female","No","","Internet","5","Saving Accounts","Income less than expenses","No","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=07e919b3-f766-43a4-b8df-5905cdf292c8","27673b69fecd1e6a1dd59fc0ebbb9256"
"700e701e-1e3c-46fd-8b75-aed2ad9b6779","Sat Jan 20 2024 02:49:00 GMT+0300 (GMT+03:00)","Sat Jan 20 2024 02:48:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","1","Male","Yes","2023","Social Media,Internet,Friends","10","Stock Markets","Income more than expenses","Yes","9","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=700e701e-1e3c-46fd-8b75-aed2ad9b6779","a835cfc88ee32af85bc4097df9257916"
"f17a49cb-869e-49db-bc96-d831ef495919","Sat Jan 20 2024 02:01:00 GMT+0300 (GMT+03:00)","Sat Jan 20 2024 02:00:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Female","No","","Social Media","1","Other","Income less than expenses","No","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=f17a49cb-869e-49db-bc96-d831ef495919","ca9f25972d62bcfaa82c33ce6818b02e"
"6c98f736-2e90-4380-bb35-f0b3936181d4","Sat Jan 20 2024 01:02:00 GMT+0300 (GMT+03:00)","Sat Jan 20 2024 01:00:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","23-25","4","Female","No","","TV News,Social Media,Internet,Friends","3","Foreign Currencies","Income less than expenses","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=6c98f736-2e90-4380-bb35-f0b3936181d4","36c675627fd22df1bbbfc1350ee2cb15"
"d22e0727-6212-4278-ad5c-94d7ef6ea1b4","Fri Jan 19 2024 21:06:00 GMT+0300 (GMT+03:00)","Fri Jan 19 2024 21:04:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","1","Female","No","","TV News,Social Media,Internet,Friends","6","Foreign Currencies","Equal","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=d22e0727-6212-4278-ad5c-94d7ef6ea1b4","b6ccf25635bb12abea5aa1fbab5a993c"
"28da6f99-61f6-458b-bbdf-a374298ce02b","Fri Jan 19 2024 15:15:00 GMT+0300 (GMT+03:00)","Fri Jan 19 2024 15:13:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","2","Male","Yes","2023","Internet,Books & Magazines","10","Crypto Currencies","Income more than expenses","No","10","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=28da6f99-61f6-458b-bbdf-a374298ce02b","a0e9742c7ca17eda275190b63d016a7a"
"eb4bd7ca-8531-4878-a00e-54f02084eff3","Fri Jan 19 2024 00:34:00 GMT+0300 (GMT+03:00)","Fri Jan 19 2024 00:32:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","Yes","2023","TV News,Social Media,Internet","7","Foreign Currencies","Income less than expenses","Yes","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=eb4bd7ca-8531-4878-a00e-54f02084eff3","2d7bb716d4e8ac7b42af498db37a2f8e"
"d76b9394-25f7-48e4-9aba-4cc042045f1a","Thu Jan 18 2024 22:21:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 22:20:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Architecture","20-22","3","Female","No","","Other","1","Precious Metals","Equal","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=d76b9394-25f7-48e4-9aba-4cc042045f1a","95af85d893dfd7191396c98a8cb30cdf"
"bee4b865-3dcf-40f8-ab35-922a2da9124c","Thu Jan 18 2024 20:12:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 20:11:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","20-22","3","Male","Yes","2022","Friends","4","Saving Accounts","Income less than expenses","No","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=bee4b865-3dcf-40f8-ab35-922a2da9124c","c85d22637bc09eafd43e909c56439ec3"
"8ac93a23-f814-4f0a-aee6-692a6b319004","Thu Jan 18 2024 20:09:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 20:08:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","1","Female","No","","Social Media,Internet,Friends","4","Foreign Currencies","Income less than expenses","Yes","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=8ac93a23-f814-4f0a-aee6-692a6b319004","6823558e9a11c0412e9bebfef2062fe2"
"02bc5950-900d-4513-8dc5-b5e3e5ccfbc4","Thu Jan 18 2024 19:47:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 19:45:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2021","Social Media,Internet,Friends","8","Stock Markets","Income more than expenses","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=02bc5950-900d-4513-8dc5-b5e3e5ccfbc4","3209f46f9536129ffb6103514a69900f"
"364e3a0c-c6b3-4a38-8abc-5117f5f48593","Thu Jan 18 2024 18:32:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 18:30:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2023","Friends","7","Stock Markets","Equal","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=364e3a0c-c6b3-4a38-8abc-5117f5f48593","f5743ec7ace34d74c2cc3d90c1f648ab"
"7782a9e5-3961-458e-b7d1-c4eda39ec283","Thu Jan 18 2024 16:30:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 16:28:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","2","Female","Yes","2023","Friends,Other","6","Other","Income more than expenses","Yes","9","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=7782a9e5-3961-458e-b7d1-c4eda39ec283","2f34a0d3625b340a863a3349b5b901ac"
"81532de3-a960-468f-9f06-5f8e68f782a4","Thu Jan 18 2024 16:03:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 16:01:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","23-25","2","Male","Yes","2021","Internet,Friends,Other","6","Other","Income less than expenses","Yes","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=81532de3-a960-468f-9f06-5f8e68f782a4","4a0c89e789a2d4b6bccf924349752f7c"
"7445f1d7-9ee9-4819-b8e5-6e7a07ecb013","Thu Jan 18 2024 15:56:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 15:53:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","23-25","4","Female","No","","Internet,Friends","3","Precious Metals","Equal","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=7445f1d7-9ee9-4819-b8e5-6e7a07ecb013","96b4fb5500a05835ff316f2f66e746f9"
"899ea10d-e7fb-4a77-94af-1a1adee3aa47","Thu Jan 18 2024 14:30:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 14:29:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","17-19","1","Male","No","","TV News,Social Media,Internet","5","Stock Markets","Income less than expenses","Yes","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=899ea10d-e7fb-4a77-94af-1a1adee3aa47","87983806f3a957315fcd2a9197316693"
"edfe9b4d-2faf-41fd-8d3a-face82fc287f","Thu Jan 18 2024 14:04:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 14:01:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","26-28","1","Female","No","","Internet","1","Stock Markets","Income less than expenses","No","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=edfe9b4d-2faf-41fd-8d3a-face82fc287f","ce6d600eaaf7cff446fa56c9ef567235"
"02596011-858e-4970-9ead-14f852bf86c9","Thu Jan 18 2024 12:22:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 12:20:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","23-25","1","Female","Yes","2022","TV News,Social Media,Internet,Friends,Books & Magazines,Other","5","Precious Metals","Income less than expenses","No","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=02596011-858e-4970-9ead-14f852bf86c9","2373c45f75d50fe75243bda79551c1ff"
"c689ac12-958a-462e-9404-23c6c5c8608a","Thu Jan 18 2024 12:06:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 12:05:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","17-19","1","Male","Yes","2023","Social Media","7","Stock Markets","Income less than expenses","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=c689ac12-958a-462e-9404-23c6c5c8608a","51840b403d8cc706d3ab8ce2413dbfed"
"93b6eb75-5d3f-47a9-a06e-7b95f5b59510","Thu Jan 18 2024 11:58:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 11:56:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","4","Female","No","","TV News,Social Media,Internet","8","Precious Metals","Equal","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=93b6eb75-5d3f-47a9-a06e-7b95f5b59510","f315f0ec3b548644fb53cb4cfa5be796"
"8c92fb41-73b6-45ca-a1f3-1234eda06618","Thu Jan 18 2024 11:10:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 11:08:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","23-25","3","Male","Yes","2019","Internet,Books & Magazines,Other","3","Foreign Currencies","Income more than expenses","Yes","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=8c92fb41-73b6-45ca-a1f3-1234eda06618","6189960cc82bc5cf79519b016d37b607"
"8a657c69-c382-401a-aefe-7798a5d403fe","Thu Jan 18 2024 09:18:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 09:18:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","No","","Social Media,Internet","6","Other","Equal","Yes","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=8a657c69-c382-401a-aefe-7798a5d403fe","758a6ba8976584c8f195e8cebc7c3bd0"
"6ad138ec-c633-494a-9198-62e199719bca","Thu Jan 18 2024 08:36:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 08:35:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Male","No","","Internet,Friends","3","Foreign Currencies","Income more than expenses","Yes","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=6ad138ec-c633-494a-9198-62e199719bca","8963c8374e7b4fc75be1f511c24c19c3"
"3a32f6fe-54bf-4bf5-806c-571e6e01751f","Thu Jan 18 2024 04:35:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 04:34:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","2","Male","Yes","2023","Social Media,Internet,Friends","8","Stock Markets","Income more than expenses","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=3a32f6fe-54bf-4bf5-806c-571e6e01751f","c6cda6fee3e1c92cda6e4950bc1dcd61"
"5db69a73-18aa-4f21-83aa-cfcbed48da33","Thu Jan 18 2024 04:19:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 04:17:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Male","No","","Internet,Friends,Books & Magazines","9","Saving Accounts","Income more than expenses","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=5db69a73-18aa-4f21-83aa-cfcbed48da33","aa6e3dde99a03c68bea5b1090542f60c"
"c8b09c25-3444-446c-bb51-a9ce746b6dde","Thu Jan 18 2024 03:36:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 03:34:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","23-25","3","Male","No","","Internet","8","Stock Markets","Equal","No","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=c8b09c25-3444-446c-bb51-a9ce746b6dde","05fbbc5b006dcfed2726b4637f4a4ab9"
"e2b6d301-a56f-4639-9662-a357397872cd","Thu Jan 18 2024 02:57:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 02:55:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","23-25","3","Male","No","","Internet,Friends","8","Foreign Currencies","Equal","Yes","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=e2b6d301-a56f-4639-9662-a357397872cd","2de266e2a999e7f63e4bd088375920b9"
"565053bd-0b7c-495c-bf97-53d36dd736aa","Thu Jan 18 2024 00:44:00 GMT+0300 (GMT+03:00)","Thu Jan 18 2024 00:43:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Architecture","23-25","3","Female","Yes","2023","Social Media,Internet","2","Other","Income less than expenses","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=565053bd-0b7c-495c-bf97-53d36dd736aa","60dc6e2980992451fcef8a55d5e32477"
"b89a0547-976c-4ef3-a16e-70a62eda2531","Wed Jan 17 2024 23:51:00 GMT+0300 (GMT+03:00)","Wed Jan 17 2024 23:37:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","17-19","1","Male","No","","Social Media","7","Precious Metals","Equal","No","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=b89a0547-976c-4ef3-a16e-70a62eda2531","b0d0cc2240eb98e56f642afb5d70b76f"
"50975cfa-4d7e-4518-9f02-114814a823be","Wed Jan 17 2024 23:37:00 GMT+0300 (GMT+03:00)","Wed Jan 17 2024 23:35:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Architecture","23-25","3","Female","No","","Social Media,Internet,Friends","7","Foreign Currencies","Equal","No","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=50975cfa-4d7e-4518-9f02-114814a823be","b12a1d8476a50dc9dab9cc42fc781cfb"
"16b810dc-4aa3-44ce-8c11-b7c289605fb1","Wed Jan 17 2024 23:05:00 GMT+0300 (GMT+03:00)","Wed Jan 17 2024 23:04:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","23-25","3","Male","Yes","2021","Social Media,Internet","4","Precious Metals","Income less than expenses","No","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=16b810dc-4aa3-44ce-8c11-b7c289605fb1","e97f33e5fdfe93567c9e585160e3a455"
"0b506239-ef48-467b-b0e0-f200fa139d5d","Wed Jan 17 2024 22:41:00 GMT+0300 (GMT+03:00)","Wed Jan 17 2024 22:39:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","20-22","2","Female","Yes","2023","Friends","1","Saving Accounts","Equal","No","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=0b506239-ef48-467b-b0e0-f200fa139d5d","4a00636779cd394904b53f7410831a0f"
"4887b78e-7c66-4e6e-bce8-9c42d35c5ec9","Wed Jan 17 2024 21:54:00 GMT+0300 (GMT+03:00)","Wed Jan 17 2024 21:50:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","23-25","3","Female","Yes","2023","Friends","7","Foreign Currencies","Income less than expenses","No","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=4887b78e-7c66-4e6e-bce8-9c42d35c5ec9","fdc16e46560f5b21d96273cf32e7e776"
"b9267869-d3e1-4d3a-b40f-abc6c0ad8674","Wed Jan 17 2024 21:33:00 GMT+0300 (GMT+03:00)","Wed Jan 17 2024 21:31:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","35","2","Male","No","","Internet","7","Other","Equal","No","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=b9267869-d3e1-4d3a-b40f-abc6c0ad8674","190653f2b93e8955cf73263ff9595f82"
"e7af9ddd-5f06-4c54-b007-037f8e9587de","Wed Jan 17 2024 19:59:00 GMT+0300 (GMT+03:00)","Wed Jan 17 2024 19:57:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","No","","TV News,Internet","5","Precious Metals","Income less than expenses","Yes","8","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=e7af9ddd-5f06-4c54-b007-037f8e9587de","999a3f59a2973943ef01113998367b9d"
